Cwa,Credits,Study Hours,Difficulty,Scores
70,3,26.25,1,66
70,3,48.75,4,67
70,2,15,2,70
70,2,41.25,5,69
70,1,48.75,4,91
70,3,22.5,3,78
70,1,33.75,5,60
70,3,30,2,63
70,1,18.75,2,53
70,1,22.5,1,66
70,1,60,4,78
70,1,22.5,1,60
70,3,45,5,72
70,2,52.5,5,72
70,4,60,5,75
74,2,52.5,4,79
74,4,30,1,68
74,1,22.5,3,62
74,3,60,5,85
74,1,30,5,60
74,4,30,2,84
74,3,22.5,2,59
74,2,26.25,3,79
73,1,22.5,2,75
73,1,48.75,4,81
73,2,18.75,3,64
73,1,48.75,4,71
73,2,22.5,3,88
73,4,18.75,1,62
73,2,48.75,4,83
73,4,26.25,1,81
73,2,33.75,3,59
74,2,30,2,63
74,4,22.5,1,75
74,1,30,1,79
74,1,37.5,4,90
74,2,26.25,1,81
74,3,33.75,4,65
74,3,60,4,81
74,4,18.75,3,71
71,2,18.75,1,58
71,1,26.25,1,73
71,1,18.75,1,81
71,2,33.75,3,81
71,1,18.75,1,66
71,1,30,1,78
71,1,18.75,2,69
71,2,22.5,2,75
71,4,48.75,4,65
71,2,15,5,57
71,2,30,2,81
71,3,22.5,1,77
73,2,33.75,4,74
73,1,22.5,1,68
73,3,18.75,1,78
73,1,33.75,3,60
73,1,26.25,1,79
73,1,18.75,2,52
73,4,41.25,4,79
73,2,15,1,66
73,3,18.75,2,75
73,4,45,5,74
73,3,33.75,4,75
73,3,33.75,2,77
73,2,60,4,72
73,3,15,2,62
73,4,33.75,1,83
73,4,22.5,4,66
74,4,33.75,3,80
74,1,18.75,1,84
74,2,33.75,2,65
74,4,15,1,64
74,3,48.75,4,74
74,2,45,4,84
74,4,18.75,2,75
71,1,30,1,76
71,2,37.5,4,70
71,2,18.75,5,65
71,3,33.75,1,69
71,2,33.75,1,64
71,1,41.25,4,85
71,2,22.5,2,71
71,3,30,2,80
71,3,30,1,63
71,1,48.75,5,74
71,2,22.5,1,75
73,1,52.5,5,65
73,3,63.75,5,76
73,2,15,3,76
73,2,52.5,4,80
73,1,45,4,74
73,1,48.75,4,85
73,1,18.75,5,63
73,3,45,5,74
73,3,33.75,2,76
73,4,33.75,3,64
73,1,37.5,5,73
73,3,26.25,4,68
73,3,22.5,3,84
73,3,30,5,68
73,1,33.75,1,74
73,1,18.75,1,90
73,1,48.75,4,76
73,3,18.75,5,71
73,4,15,1,69
73,3,33.75,1,72
70,1,63.75,5,69
70,1,18.75,3,68
70,2,30,3,80
70,1,30,3,75
70,1,56.25,4,66
70,1,33.75,2,66
70,1,41.25,4,75
70,4,33.75,4,59
70,3,48.75,4,74
70,1,18.75,2,78
70,4,22.5,3,64
70,2,26.25,2,83
74,1,18.75,4,61
74,1,26.25,3,79
74,2,26.25,1,74
74,1,30,5,60
74,1,18.75,3,70
74,1,33.75,4,80
74,1,18.75,1,66
74,4,48.75,4,83
74,4,48.75,4,72
72,2,60,5,74
72,4,33.75,3,62
72,4,26.25,1,76
72,2,18.75,3,72
72,2,30,2,59
72,4,26.25,1,78
72,2,22.5,2,81
72,1,26.25,3,75
74,2,18.75,3,77
74,3,33.75,3,86
74,3,22.5,2,65
74,1,22.5,3,64
74,2,30,1,81
74,2,26.25,2,79
74,4,41.25,4,75
74,3,33.75,5,63
71,2,30,1,61
71,1,45,5,84
71,1,26.25,2,65
71,1,41.25,5,74
71,2,45,4,71
71,2,45,5,68
71,1,60,4,74
71,1,26.25,2,84
71,2,33.75,1,70
71,1,41.25,5,86
71,1,33.75,3,67
71,1,30,5,61
74,2,26.25,1,75
74,1,18.75,2,73
74,1,52.5,4,84
74,1,18.75,3,60
74,1,33.75,5,81
74,2,15,3,87
74,2,18.75,4,60
74,1,26.25,5,64
74,2,41.25,5,74
74,2,60,4,78
74,1,52.5,4,74
71,2,41.25,4,79
71,2,60,5,61
71,3,18.75,2,71
71,1,33.75,5,56
71,1,30,3,78
71,2,18.75,3,60
71,1,22.5,3,68
71,2,60,5,82
71,3,33.75,2,76
73,3,37.5,5,75
73,1,22.5,2,84
73,1,15,3,71
73,1,22.5,3,71
73,3,30,2,61
73,1,22.5,3,87
73,2,18.75,3,81
73,2,56.25,5,81
73,2,18.75,4,60
73,3,22.5,3,74
74,2,15,1,60
74,1,22.5,4,60
74,1,26.25,1,79
74,1,41.25,5,72
74,1,15,3,80
74,2,22.5,2,81
74,1,18.75,1,86
74,1,52.5,4,73
74,1,33.75,3,66
74,2,15,1,61
74,1,37.5,5,85
74,2,26.25,1,89
72,2,52.5,4,84
72,4,18.75,3,73
72,3,63.75,4,85
72,2,26.25,3,60
72,2,26.25,1,85
72,1,48.75,4,82
72,3,26.25,2,65
72,4,18.75,1,57
70,2,18.75,1,73
70,1,22.5,2,67
70,3,18.75,1,73
70,1,26.25,4,60
70,2,30,2,79
70,3,18.75,1,74
70,2,15,2,62
70,1,63.75,4,78
70,2,22.5,1,57
72,1,18.75,3,69
72,2,30,4,62
72,2,30,5,61
72,1,41.25,5,87
72,1,33.75,3,70
72,1,15,2,74
72,1,26.25,2,61
72,1,26.25,3,81
72,2,33.75,3,66
72,2,56.25,4,85
72,2,26.25,1,81
70,1,56.25,4,76
70,1,30,3,70
70,3,60,5,73
70,3,56.25,5,76
70,3,18.75,3,73
70,3,18.75,3,62
70,2,60,4,80
70,1,26.25,1,64
70,4,22.5,5,62
72,3,33.75,3,79
72,2,30,1,82
72,1,52.5,4,79
72,2,33.75,3,66
72,2,45,4,73
72,1,26.25,1,73
72,3,33.75,1,64
72,3,22.5,2,80
72,2,33.75,1,64
72,2,52.5,4,69
72,2,30,4,63
72,3,18.75,3,76
72,3,22.5,3,77
72,1,60,4,80
72,1,30,5,66
72,1,26.25,2,71
72,2,22.5,2,63
72,2,26.25,2,72
72,1,22.5,4,66
72,1,37.5,5,82
72,3,33.75,5,67
73,2,56.25,5,83
73,2,26.25,2,62
73,4,30,1,73
73,4,18.75,2,85
73,3,15,3,70
73,4,26.25,2,67
73,2,26.25,3,66
70,2,33.75,1,67
70,2,60,5,88
70,1,33.75,3,63
70,1,33.75,3,59
70,4,30,3,60
70,3,22.5,1,79
70,2,18.75,3,60
70,1,15,1,89
70,3,45,5,75
70,3,18.75,2,67
70,2,18.75,1,82
70,2,22.5,1,75
70,4,18.75,2,63
70,4,18.75,3,67
70,1,33.75,4,69
71,2,15,4,61
71,1,18.75,2,61
71,2,52.5,4,76
71,2,63.75,4,66
71,1,26.25,2,59
71,2,60,4,79
71,1,41.25,4,68
71,1,22.5,1,89
71,1,56.25,4,80
71,3,30,2,73
71,2,22.5,3,72
71,3,22.5,1,69
70,4,18.75,2,77
70,2,56.25,5,71
70,2,22.5,3,76
70,4,37.5,4,53
70,1,30,1,63
70,4,33.75,4,78
73,2,26.25,3,83
73,4,26.25,3,77
73,4,33.75,2,58
73,4,30,3,82
73,3,56.25,5,70
73,4,18.75,2,72
72,3,30,3,71
72,1,18.75,3,66
72,2,18.75,3,59
72,3,33.75,4,72
72,3,15,1,81
72,4,15,3,80
72,3,30,2,64
71,3,26.25,2,56
71,4,22.5,1,76
71,2,22.5,3,77
71,2,18.75,1,65
71,3,22.5,2,73
71,1,33.75,3,56
71,1,33.75,5,83
71,2,26.25,2,56
71,4,26.25,3,84
72,3,18.75,5,61
72,3,30,1,62
72,2,37.5,4,73
72,3,22.5,1,81
72,4,26.25,2,86
72,2,30,5,61
73,2,18.75,1,70
73,2,30,1,72
73,3,26.25,1,82
73,2,18.75,5,61
73,3,26.25,3,83
73,4,33.75,4,66
73,3,30,1,80
73,3,26.25,2,74
73,2,26.25,2,62
73,3,48.75,4,65
73,3,52.5,4,67
73,4,41.25,5,70
73,1,56.25,5,87
73,1,30,3,61
73,3,56.25,4,86
73,3,22.5,3,77
73,1,33.75,5,72
74,1,30,1,61
74,3,48.75,4,89
74,1,26.25,1,62
74,1,22.5,5,65
74,2,30,1,63
74,4,26.25,2,79
74,4,18.75,1,74
74,4,52.5,4,76
74,2,26.25,3,65
71,3,48.75,4,87
71,2,26.25,1,72
71,3,33.75,2,63
71,1,18.75,5,60
71,1,30,2,59
71,3,30,2,59
71,3,26.25,3,77
71,3,18.75,3,67
71,1,33.75,2,62
71,3,41.25,4,83
71,2,22.5,2,81
71,2,22.5,2,58
71,2,22.5,1,84
71,1,22.5,2,56
71,2,52.5,4,65
71,1,33.75,1,63
71,4,33.75,3,84
71,1,30,4,57
71,1,15,1,81
71,1,41.25,4,77
71,4,41.25,4,63
71,1,60,4,63
74,1,33.75,4,82
74,2,52.5,4,73
74,2,48.75,4,76
74,3,15,3,67
74,1,15,1,60
74,3,33.75,1,83
74,1,26.25,3,81
74,3,18.75,3,71
70,4,18.75,3,70
70,1,26.25,3,73
70,4,22.5,2,74
70,3,41.25,4,71
70,2,18.75,1,62
70,4,45,5,68
70,2,52.5,5,77
70,1,30,2,73
70,2,30,3,64
70,4,33.75,4,65
70,1,18.75,2,61
70,1,22.5,1,67
70,1,22.5,1,63
70,2,18.75,2,72
70,3,60,5,88
70,4,30,4,64
74,1,18.75,1,61
74,1,30,1,88
74,1,22.5,2,74
74,1,30,1,68
74,1,33.75,5,70
74,1,18.75,3,80
74,1,22.5,2,70
74,2,41.25,5,76
74,2,33.75,3,83
74,1,48.75,4,81
74,2,18.75,1,59
74,2,60,5,78
71,4,37.5,4,86
71,3,22.5,3,59
71,4,33.75,4,64
71,4,33.75,3,87
71,3,18.75,2,61
71,3,30,2,61
70,3,26.25,1,67
70,4,30,3,64
70,4,30,3,63
70,3,52.5,4,83
70,2,63.75,5,77
70,1,41.25,4,76
72,2,60,5,73
72,2,60,4,77
72,3,18.75,1,76
72,3,26.25,1,74
72,2,30,2,73
72,1,22.5,1,68
72,4,33.75,1,65
71,2,45,5,65
71,3,22.5,1,71
71,1,30,1,62
71,3,60,5,65
71,1,15,1,82
71,3,22.5,5,62
71,3,60,5,83
71,1,30,2,74
71,2,33.75,1,78
74,1,48.75,5,61
74,2,60,5,78
74,1,22.5,3,75
74,2,56.25,5,69
74,3,33.75,3,73
74,1,30,3,65
74,1,63.75,5,78
74,2,22.5,2,77
74,2,45,5,78
74,2,15,3,78
70,1,22.5,2,59
70,1,26.25,1,81
70,1,52.5,5,67
70,2,56.25,4,67
70,1,45,5,69
70,1,63.75,5,76
70,3,18.75,3,73
70,1,45,5,75
70,1,33.75,3,74
70,3,22.5,1,65
70,2,56.25,4,70
71,1,22.5,3,74
71,2,41.25,4,83
71,1,33.75,3,63
71,2,33.75,3,76
71,3,22.5,2,65
71,2,33.75,4,68
71,3,22.5,2,79
71,2,30,2,82
71,3,33.75,1,63
71,4,30,1,64
72,3,30,1,80
72,2,30,1,66
72,1,45,5,65
72,3,48.75,4,73
72,2,52.5,5,79
72,2,15,1,76
72,1,26.25,2,54
72,2,37.5,4,80
72,4,52.5,4,65
70,3,22.5,3,80
70,4,33.75,3,70
70,3,15,3,54
70,4,22.5,1,62
70,4,48.75,4,75
70,3,63.75,5,80
67,4,18.75,3,59
67,4,37.5,5,71
67,2,18.75,3,57
67,4,18.75,3,73
67,4,18.75,2,79
67,4,22.5,4,60
67,1,18.75,3,57
66,1,18.75,2,67
66,2,22.5,5,61
66,2,45,4,74
66,3,45,4,70
66,3,26.25,2,70
66,2,18.75,1,67
66,3,18.75,5,58
66,1,15,2,57
65,3,18.75,3,68
65,3,26.25,3,68
65,4,15,1,57
65,4,26.25,1,56
65,4,48.75,4,69
65,3,22.5,1,74
65,2,22.5,1,63
65,1,37.5,5,76
66,2,18.75,1,53
66,2,15,2,67
66,1,37.5,5,69
66,1,18.75,2,56
66,3,48.75,4,69
66,3,22.5,1,72
66,1,22.5,2,70
66,3,37.5,4,64
66,2,22.5,1,69
66,3,22.5,1,71
66,3,48.75,5,72
66,4,26.25,1,59
66,2,18.75,1,60
66,3,22.5,1,70
66,1,15,4,59
67,3,41.25,5,69
67,4,26.25,3,71
67,4,26.25,3,60
67,3,30,5,75
67,2,15,3,67
67,2,15,5,57
65,4,56.25,4,70
65,4,30,4,64
65,4,26.25,1,66
65,4,22.5,1,62
65,4,41.25,5,69
65,4,22.5,5,59
65,4,26.25,4,70
65,2,26.25,5,59
65,2,15,3,62
65,4,26.25,3,68
65,3,15,1,54
65,3,60,4,60
65,3,18.75,1,73
65,2,22.5,2,70
68,4,22.5,1,74
68,4,22.5,3,66
68,2,18.75,5,68
68,4,22.5,3,63
68,4,18.75,5,67
68,3,18.75,3,71
68,2,26.25,5,69
67,3,18.75,3,63
67,2,22.5,1,71
67,1,60,4,73
67,1,22.5,2,59
67,4,26.25,3,57
67,2,18.75,2,73
67,4,22.5,3,75
67,1,18.75,1,67
68,4,15,3,68
68,3,18.75,2,72
68,3,33.75,4,72
68,4,26.25,5,60
68,3,15,3,67
68,2,22.5,1,65
68,2,41.25,4,72
68,3,18.75,3,71
67,4,18.75,5,60
67,4,30,5,76
67,4,18.75,4,63
67,2,18.75,3,61
67,4,22.5,1,76
67,4,22.5,2,63
69,1,15,4,66
69,2,18.75,2,77
69,2,26.25,5,67
69,2,18.75,1,64
69,2,45,5,80
69,1,18.75,3,72
69,1,22.5,3,77
69,1,26.25,3,64
69,1,22.5,1,63
69,3,18.75,1,62
69,2,18.75,4,69
68,3,22.5,1,76
68,4,15,3,70
68,3,22.5,1,75
68,4,26.25,4,62
68,4,18.75,2,58
68,2,22.5,1,65
68,2,60,5,76
69,3,26.25,1,64
69,2,18.75,1,73
69,1,60,5,71
69,3,15,2,72
69,4,26.25,3,71
69,2,26.25,2,64
69,1,37.5,5,66
69,1,33.75,4,68
65,1,26.25,1,59
65,3,30,5,65
65,1,18.75,1,60
65,1,56.25,4,71
65,2,22.5,3,61
65,1,22.5,2,70
65,4,26.25,5,59
65,4,26.25,5,73
67,4,22.5,2,65
67,4,18.75,3,70
67,4,15,1,63
67,2,33.75,4,72
67,2,45,5,79
67,4,18.75,2,62
65,4,15,5,60
65,4,18.75,4,60
65,4,22.5,1,76
65,4,18.75,2,70
65,4,22.5,3,62
65,4,22.5,3,62
69,1,22.5,2,60
69,2,56.25,5,77
69,1,15,3,66
69,2,22.5,2,61
69,3,22.5,5,68
69,1,26.25,2,73
69,3,26.25,3,77
69,3,18.75,5,65
67,4,18.75,1,61
67,3,18.75,2,73
67,1,18.75,3,73
67,2,22.5,2,61
67,2,22.5,2,55
67,1,22.5,2,71
67,4,22.5,3,75
69,1,22.5,1,59
69,1,18.75,1,68
69,2,56.25,5,72
69,3,22.5,2,66
69,3,22.5,4,59
69,1,18.75,2,60
69,3,18.75,2,72
69,2,18.75,2,76
69,2,56.25,5,71
69,1,26.25,5,66
69,1,18.75,3,80
69,2,18.75,1,78
66,2,22.5,1,66
66,3,22.5,1,62
66,3,22.5,2,80
66,3,22.5,4,62
66,1,26.25,2,65
66,4,22.5,4,62
69,4,22.5,5,67
69,4,18.75,3,66
69,4,22.5,1,64
69,4,15,3,75
69,4,26.25,3,71
69,4,26.25,1,71
65,4,52.5,4,70
65,3,15,5,55
65,4,26.25,4,54
65,2,18.75,1,54
65,4,18.75,1,72
65,3,15,3,72
65,3,22.5,3,73
66,3,15,1,69
66,2,48.75,5,68
66,3,18.75,5,60
66,2,18.75,2,59
66,3,52.5,4,75
66,1,18.75,3,66
66,2,15,1,60
66,3,26.25,5,63
66,3,22.5,2,70
68,1,18.75,2,76
68,4,26.25,2,67
68,3,41.25,4,70
68,3,26.25,3,68
68,3,18.75,3,75
68,2,26.25,1,66
68,4,26.25,3,68
68,4,18.75,4,61
68,1,26.25,1,67
68,1,18.75,2,63
68,1,18.75,2,81
68,1,22.5,4,62
68,3,22.5,3,61
68,2,15,4,70
68,1,22.5,4,69
68,3,15,3,62
68,3,26.25,4,71
68,4,26.25,1,71
68,1,22.5,1,80
69,1,26.25,4,68
69,3,18.75,3,73
69,2,22.5,4,62
69,2,22.5,5,63
69,2,56.25,5,79
69,2,22.5,3,75
69,3,18.75,1,63
69,2,26.25,4,69
65,1,26.25,4,70
65,1,22.5,1,65
65,1,18.75,3,59
65,3,26.25,2,69
65,1,22.5,3,51
65,3,18.75,1,71
65,1,22.5,1,67
65,4,26.25,4,71
65,4,15,5,57
65,4,22.5,2,62
69,1,18.75,2,79
69,3,22.5,4,63
69,2,56.25,4,71
69,2,18.75,1,69
69,1,15,1,79
69,3,22.5,1,70
69,1,26.25,2,73
69,2,26.25,1,68
69,1,22.5,4,58
65,2,15,1,58
65,1,22.5,2,79
65,1,26.25,4,64
65,2,22.5,4,59
65,3,48.75,4,69
65,2,22.5,4,61
65,2,26.25,1,65
65,3,18.75,3,60
65,4,18.75,3,73
65,3,18.75,3,60
65,1,18.75,3,71
69,3,52.5,4,74
69,3,15,1,79
69,1,45,5,74
69,2,18.75,2,64
69,4,22.5,4,60
69,4,22.5,5,67
69,1,15,1,73
67,3,15,3,77
67,4,18.75,4,63
67,3,22.5,4,61
67,4,22.5,1,68
67,4,18.75,1,64
67,3,18.75,3,72
68,2,18.75,1,74
68,2,18.75,2,66
68,2,26.25,3,77
68,1,26.25,4,71
68,1,22.5,2,73
68,1,22.5,2,63
68,4,22.5,4,60
68,4,26.25,5,62
68,3,15,3,65
68,4,22.5,2,77
68,2,18.75,1,73
68,2,18.75,4,61
68,1,22.5,3,71
68,2,18.75,4,62
68,1,18.75,3,68
68,2,26.25,5,58
68,2,22.5,3,62
68,4,18.75,3,74
68,3,18.75,1,75
68,3,22.5,3,77
68,2,18.75,2,61
68,2,26.25,2,73
68,1,26.25,1,66
68,1,18.75,3,73
68,1,15,2,62
68,3,26.25,2,69
68,3,18.75,1,69
68,2,26.25,3,64
68,3,15,5,61
68,2,26.25,2,68
68,1,22.5,3,72
69,3,18.75,5,60
69,3,22.5,3,67
69,3,26.25,2,64
69,3,15,2,63
69,2,48.75,4,72
69,2,48.75,5,72
69,3,26.25,4,81
69,2,26.25,4,70
69,2,15,2,78
67,1,26.25,2,66
67,2,15,2,71
67,2,18.75,1,79
67,3,26.25,3,66
67,2,18.75,1,64
67,2,18.75,2,73
67,1,26.25,2,57
67,3,18.75,5,61
67,3,15,5,61
67,1,18.75,3,75
67,1,18.75,1,68
67,1,18.75,3,70
66,1,26.25,5,72
66,1,18.75,1,63
66,1,26.25,3,66
66,1,22.5,3,67
66,1,18.75,1,68
66,1,18.75,1,54
66,2,33.75,5,65
66,2,52.5,5,76
66,2,30,5,72
66,3,26.25,5,62
66,1,22.5,2,54
66,2,26.25,4,66
66,3,22.5,1,60
66,2,33.75,4,67
66,1,22.5,1,70
66,2,18.75,5,57
66,1,48.75,4,75
66,2,22.5,3,76
66,1,15,1,78
66,2,56.25,5,73
66,3,52.5,4,72
66,3,22.5,3,57
66,3,15,1,60
69,3,15,3,77
69,4,22.5,1,68
69,4,26.25,3,73
69,2,22.5,1,71
69,2,18.75,1,64
69,3,22.5,2,64
69,3,26.25,2,64
65,2,22.5,2,62
65,2,26.25,2,72
65,1,48.75,4,71
65,1,22.5,5,58
65,1,48.75,4,63
65,2,18.75,3,53
65,1,45,5,72
65,2,22.5,3,74
65,2,22.5,1,74
65,3,22.5,2,55
65,1,30,5,71
68,1,22.5,4,61
68,2,22.5,3,63
68,2,22.5,2,77
68,1,48.75,4,77
68,1,15,2,65
68,2,22.5,3,72
68,3,26.25,4,60
68,2,18.75,3,63
68,3,41.25,5,77
68,2,18.75,3,70
68,3,22.5,3,64
67,4,22.5,3,70
67,4,18.75,1,69
67,2,18.75,2,61
67,4,26.25,4,67
67,2,45,5,75
67,2,18.75,2,72
67,2,22.5,4,66
67,4,18.75,4,59
65,1,18.75,4,56
65,1,18.75,3,72
65,3,22.5,3,74
65,2,37.5,5,63
65,2,22.5,2,57
65,2,22.5,1,64
65,3,48.75,4,69
65,1,26.25,1,53
65,3,18.75,3,69
65,2,18.75,2,58
65,2,18.75,3,75
65,2,26.25,4,54
66,4,18.75,1,59
66,4,18.75,2,69
66,3,26.25,3,59
66,3,48.75,5,78
66,3,18.75,2,67
66,4,41.25,5,69
66,3,22.5,2,62
65,3,22.5,3,68
65,2,26.25,1,60
65,1,30,5,65
65,1,18.75,3,66
65,1,26.25,2,60
65,3,22.5,2,61
65,2,15,2,63
65,1,37.5,5,61
65,2,52.5,5,64
65,4,56.25,5,73
65,1,15,2,60
69,4,41.25,4,70
69,4,26.25,1,67
69,4,52.5,5,78
69,2,22.5,2,57
69,4,18.75,4,64
69,3,37.5,5,72
65,1,18.75,1,56
65,1,15,2,74
65,2,18.75,1,65
65,1,52.5,4,73
65,1,26.25,1,67
65,1,18.75,3,53
65,2,37.5,4,74
65,1,22.5,3,58
65,2,15,5,57
65,3,26.25,2,59
65,3,37.5,4,73
68,4,18.75,3,68
68,4,15,3,72
68,4,41.25,5,75
68,4,18.75,1,62
68,1,15,3,75
68,3,22.5,3,59
68,3,52.5,4,68
66,3,22.5,1,60
66,3,41.25,4,77
66,1,18.75,2,75
66,3,22.5,3,56
66,3,18.75,1,68
66,2,26.25,1,66
66,1,15,1,71
66,1,22.5,3,60
65,2,22.5,2,75
65,2,30,4,62
65,2,22.5,1,65
65,4,22.5,2,67
65,3,56.25,5,75
65,2,22.5,2,69
65,4,26.25,1,60
65,3,18.75,1,57
65,1,22.5,2,54
65,1,15,2,60
67,3,22.5,5,59
67,3,60,5,73
67,2,22.5,1,65
67,4,22.5,2,76
67,3,22.5,2,61
67,2,18.75,3,75
67,3,22.5,2,59
68,2,18.75,3,74
68,1,18.75,3,55
68,1,41.25,5,70
68,4,41.25,5,67
68,2,22.5,2,76
68,2,18.75,2,74
68,1,45,5,70
68,3,15,1,61
68,2,26.25,3,70
68,1,33.75,4,72
68,3,15,1,63
68,1,26.25,1,65
68,1,18.75,5,59
68,3,18.75,2,67
68,1,18.75,5,59
68,1,22.5,3,60
68,2,26.25,1,71
68,3,41.25,4,74
68,2,26.25,1,63
68,3,18.75,1,69
68,3,18.75,2,69
68,2,48.75,4,74
69,2,22.5,1,75
69,1,22.5,4,61
69,1,15,3,75
69,1,22.5,3,67
69,1,26.25,4,70
69,1,15,1,64
69,3,26.25,5,68
69,2,26.25,3,60
69,1,33.75,5,72
69,1,22.5,2,71
69,1,56.25,5,80
69,1,22.5,2,71
65,3,22.5,4,59
65,4,22.5,3,63
65,3,26.25,1,63
65,2,22.5,1,66
65,3,22.5,2,72
65,1,26.25,4,63
65,1,26.25,1,76
68,2,60,4,67
68,3,18.75,4,61
68,1,48.75,4,75
68,2,26.25,5,65
68,2,22.5,1,77
68,4,41.25,4,70
68,3,15,2,68
68,4,37.5,5,67
67,2,15,3,60
67,1,22.5,3,75
67,2,22.5,1,74
67,1,60,5,77
67,2,18.75,2,67
67,1,18.75,1,77
67,2,26.25,5,63
67,1,30,5,69
67,1,18.75,3,64
67,1,15,3,59
67,1,18.75,1,72
67,3,26.25,3,62
68,3,18.75,3,73
68,4,18.75,3,61
68,3,26.25,3,63
68,3,26.25,2,67
68,3,26.25,3,64
68,3,22.5,3,75
68,3,22.5,3,75
68,3,22.5,2,60
68,3,18.75,1,78
68,3,22.5,2,59
68,2,22.5,4,59
68,2,18.75,4,62
68,3,56.25,5,71
68,3,18.75,2,80
68,3,18.75,2,76
68,2,26.25,2,59
68,2,26.25,1,63
68,2,26.25,4,74
68,1,26.25,4,64
68,2,22.5,2,69
68,4,48.75,4,73
68,1,30,4,75
68,1,26.25,2,73
68,1,22.5,5,66
68,2,22.5,1,61
68,4,26.25,3,64
69,1,15,1,78
69,1,22.5,2,64
69,1,18.75,5,59
69,1,18.75,5,56
69,1,48.75,5,76
69,2,48.75,5,73
69,1,18.75,5,61
69,2,22.5,5,64
69,2,30,4,69
69,1,26.25,2,76
69,3,26.25,2,74
67,3,18.75,1,65
67,3,18.75,5,63
67,3,22.5,3,73
67,1,26.25,2,76
67,1,18.75,2,61
67,1,22.5,2,59
67,1,26.25,3,67
67,3,22.5,1,64
67,1,26.25,2,67
67,2,22.5,2,64
67,2,26.25,2,77
69,2,45,4,75
69,1,22.5,2,68
69,1,30,5,77
69,2,48.75,5,81
69,3,18.75,2,68
69,1,26.25,5,60
69,3,22.5,2,66
69,2,18.75,3,80
69,4,26.25,1,61
69,3,22.5,1,65
69,1,18.75,3,79
69,1,18.75,5,63
69,2,15,1,77
69,3,18.75,1,65
69,3,15,1,76
69,2,22.5,2,66
69,1,18.75,3,70
69,2,18.75,4,68
69,1,22.5,1,65
69,3,22.5,1,67
69,1,18.75,2,67
69,3,18.75,4,66
67,1,26.25,3,65
67,3,41.25,4,71
67,2,18.75,2,65
67,2,18.75,3,66
67,3,22.5,1,62
67,4,22.5,5,62
67,2,60,5,76
67,4,26.25,3,76
67,3,18.75,4,60
69,1,56.25,5,70
69,1,15,3,57
69,2,18.75,3,72
69,2,15,5,61
69,3,48.75,5,75
69,3,22.5,2,67
69,4,26.25,2,71
69,1,26.25,2,72
69,1,22.5,3,72
69,1,48.75,5,74
69,3,30,4,73
69,3,60,5,69
69,2,45,5,71
69,1,22.5,3,61
69,3,26.25,3,61
69,2,15,2,71
69,2,56.25,5,80
69,1,26.25,1,80
69,2,18.75,4,65
69,3,22.5,5,65
69,1,48.75,4,81
69,3,26.25,2,70
69,4,18.75,3,63
69,2,18.75,3,74
69,2,26.25,1,62
69,3,22.5,3,69
69,4,22.5,2,74
69,4,30,4,73
69,4,45,5,70
69,4,22.5,3,61
69,3,22.5,2,64
69,4,26.25,2,70
69,1,18.75,2,57
69,3,18.75,1,57
69,1,15,3,67
69,1,37.5,5,72
69,4,18.75,1,79
69,2,52.5,4,79
69,2,26.25,3,68
69,2,15,1,61
69,2,18.75,1,71
65,3,18.75,1,66
65,4,22.5,2,65
65,4,18.75,1,62
65,3,52.5,5,60
65,3,41.25,4,71
65,2,22.5,3,72
65,1,18.75,3,57
69,2,15,3,65
69,3,60,5,77
69,1,22.5,4,60
69,1,15,5,69
69,1,22.5,1,78
69,2,26.25,1,70
69,1,22.5,2,63
69,1,18.75,3,60
69,2,15,3,62
69,1,22.5,3,71
69,2,22.5,5,62
69,2,48.75,5,81
68,2,15,2,55
68,2,22.5,2,69
68,3,18.75,1,67
68,2,18.75,3,76
68,1,15,1,74
68,3,15,2,74
68,4,18.75,1,65
68,2,18.75,1,75
68,2,22.5,3,61
68,1,18.75,1,65
67,2,22.5,3,67
67,3,26.25,3,74
67,2,18.75,3,67
67,1,22.5,3,54
67,1,22.5,5,56
67,2,18.75,4,60
67,3,56.25,5,70
67,1,18.75,3,75
67,1,18.75,3,54
67,1,41.25,4,66
67,1,15,2,63
67,2,22.5,3,75
66,2,30,5,73
66,4,22.5,3,69
66,4,22.5,3,63
66,4,26.25,2,73
66,3,18.75,3,53
66,2,26.25,1,71
66,1,18.75,4,53
67,4,15,2,74
67,4,22.5,2,69
67,4,22.5,3,64
67,3,52.5,4,71
67,2,45,4,68
67,4,15,2,57
67,3,18.75,2,61
67,4,22.5,3,60
67,2,26.25,3,60
67,4,33.75,4,71
67,4,15,3,80
67,3,22.5,4,61
67,2,18.75,2,72
67,1,26.25,1,64
67,1,60,4,71
67,2,30,5,69
67,1,18.75,3,66
67,1,22.5,3,57
67,2,22.5,3,74
67,2,33.75,4,70
67,2,15,3,70
67,1,22.5,5,59
67,3,52.5,5,68
67,2,33.75,4,70
67,3,22.5,4,60
67,2,22.5,2,72
67,3,18.75,3,68
67,4,15,3,62
67,4,18.75,2,67
67,2,22.5,3,72
67,2,26.25,5,61
67,2,48.75,5,69
67,1,18.75,2,71
68,2,18.75,2,63
68,2,22.5,2,58
68,4,22.5,2,74
68,1,60,5,78
68,4,18.75,3,78
68,2,15,1,67
68,3,18.75,1,60
68,1,18.75,5,58
68,1,18.75,5,60
68,4,15,4,57
68,3,22.5,3,74
68,3,18.75,2,68
68,1,22.5,3,71
